longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,house_prices
-118.54,34.21,32.0,2593.0,566.0,1596.0,547.0,3.9886,<1H OCEAN,225495.94
-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,INLAND,119068.21
-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,<1H OCEAN,334078.94
-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,INLAND,130632.414
-117.2,32.8,36.0,4018.0,1067.0,1620.0,842.0,2.3599,NEAR OCEAN,244427.4
-119.82,36.82,28.0,2268.0,336.0,752.0,330.0,5.2809,INLAND,157085.88
-122.49,37.68,34.0,3718.0,676.0,2510.0,632.0,5.3311,NEAR OCEAN,267872.8
-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,INLAND,120378.17
-118.21,33.9,43.0,1810.0,357.0,1335.0,358.0,3.1189,<1H OCEAN,129353.414
-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,NEAR OCEAN,278524.88
-118.48,34.27,34.0,1231.0,222.0,702.0,222.0,4.9323,<1H OCEAN,200609.42
-119.74,34.44,27.0,1251.0,282.0,503.0,283.0,2.8,NEAR OCEAN,272006.47
-122.5,37.74,40.0,2310.0,445.0,1266.0,490.0,3.7969,NEAR OCEAN,278741.34
-118.23,34.14,39.0,277.0,89.0,182.0,91.0,2.3958,<1H OCEAN,219807.48
-118.09,34.0,35.0,1580.0,331.0,1290.0,338.0,4.1458,<1H OCEAN,172210.22
-118.09,33.84,23.0,4412.0,910.0,2380.0,825.0,4.54,<1H OCEAN,230918.33
-122.03,37.62,35.0,2072.0,352.0,1001.0,350.0,4.7109,NEAR BAY,230975.83
-118.09,33.94,33.0,1976.0,404.0,1379.0,395.0,3.8542,<1H OCEAN,173093.48
-118.41,34.19,42.0,779.0,145.0,450.0,148.0,3.9792,<1H OCEAN,218669.31
-117.36,33.2,19.0,1926.0,557.0,1190.0,483.0,1.3269,NEAR OCEAN,179518.2
-122.21,37.48,20.0,505.0,216.0,326.0,216.0,2.9286,NEAR BAY,224271.58
-118.2,33.85,33.0,2557.0,731.0,2286.0,700.0,2.3041,<1H OCEAN,152179.75
-118.09,33.85,19.0,8120.0,1371.0,5026.0,1345.0,6.3093,<1H OCEAN,264104.38
-122.41,37.77,52.0,361.0,76.0,168.0,55.0,3.2292,NEAR BAY,355439.28
-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,NEAR OCEAN,144119.34
-121.89,37.31,52.0,1994.0,404.0,1014.0,389.0,4.3882,<1H OCEAN,276517.78
-117.12,33.27,11.0,3016.0,601.0,1727.0,541.0,4.9375,<1H OCEAN,205672.28
-119.08,34.35,24.0,3663.0,828.0,2718.0,778.0,3.2757,<1H OCEAN,183077.1
-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296,<1H OCEAN,393145.88
-122.09,37.97,5.0,5303.0,779.0,2017.0,727.0,6.9961,NEAR BAY,353965.72
-117.48,33.94,19.0,1891.0,465.0,1693.0,416.0,2.7813,INLAND,109903.04
-118.44,34.2,35.0,1717.0,478.0,1628.0,495.0,2.5197,<1H OCEAN,175882.78
-121.84,39.74,43.0,2976.0,599.0,1181.0,560.0,2.2621,INLAND,87153.16
-117.67,34.1,19.0,2969.0,605.0,1326.0,573.0,4.3438,INLAND,175328.67
-121.98,36.97,21.0,3349.0,737.0,1952.0,718.0,3.7273,NEAR OCEAN,251762.06
-121.18,37.79,16.0,1326.0,286.0,509.0,297.0,1.9464,INLAND,109725.16
-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,2.81,NEAR OCEAN,114282.66
-119.72,34.77,35.0,2469.0,553.0,1168.0,427.0,2.4583,<1H OCEAN,181028.55
-122.41,37.76,52.0,492.0,139.0,316.0,168.0,3.0865,NEAR BAY,335429.88
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,NEAR BAY,414115.9
-122.64,41.63,19.0,2722.0,479.0,1108.0,430.0,3.1062,INLAND,96547.48
-121.73,36.5,27.0,3184.0,520.0,1121.0,493.0,5.6383,<1H OCEAN,343447.7
-121.33,38.57,17.0,1621.0,350.0,706.0,338.0,2.3684,INLAND,115186.16
-118.35,34.08,52.0,1801.0,313.0,714.0,293.0,4.6838,<1H OCEAN,415418.56
-122.42,37.65,39.0,4402.0,894.0,2941.0,887.0,3.8565,NEAR OCEAN,263003.97
-120.91,38.98,13.0,7689.0,1415.0,3264.0,1198.0,3.653,INLAND,168411.45
-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,<1H OCEAN,173842.22
-117.18,32.74,20.0,1165.0,269.0,459.0,244.0,3.175,NEAR OCEAN,232624.81
-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,NEAR BAY,331491.88
-118.03,33.92,35.0,2108.0,405.0,1243.0,394.0,3.6731,<1H OCEAN,173168.72
-122.41,37.62,39.0,3119.0,758.0,1807.0,696.0,3.2216,NEAR OCEAN,260772.78
-122.27,37.87,52.0,3084.0,698.0,1424.0,694.0,2.7372,NEAR BAY,186574.33
-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028,INLAND,91875.77
-120.79,38.7,13.0,5036.0,1034.0,2243.0,923.0,2.3319,INLAND,126684.586
-118.8,34.15,9.0,1143.0,179.0,647.0,180.0,6.8474,NEAR OCEAN,365959.62
-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,INLAND,143954.56
-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,<1H OCEAN,191179.56
-119.35,36.2,31.0,1783.0,382.0,1266.0,358.0,2.2264,INLAND,64205.67
-120.1,38.91,33.0,1561.0,282.0,30.0,11.0,1.875,INLAND,127604.836
-116.24,33.72,25.0,5236.0,1039.0,2725.0,935.0,3.775,INLAND,126323.72
-121.56,39.52,26.0,1957.0,429.0,945.0,397.0,1.7308,INLAND,61282.566
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,3.25,INLAND,129472.82
-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,INLAND,74740.98
-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,1.5057,NEAR OCEAN,95938.61
-121.85,37.34,27.0,1481.0,409.0,1505.0,391.0,2.5769,<1H OCEAN,162019.16
-119.16,36.31,7.0,2946.0,664.0,1608.0,622.0,1.6829,INLAND,104378.35
-117.32,33.22,16.0,1057.0,232.0,316.0,221.0,2.7417,NEAR OCEAN,162183.14
-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1.9583,INLAND,103241.02
-120.72,38.57,8.0,892.0,185.0,427.0,164.0,2.6833,INLAND,124979.47
-122.69,38.32,15.0,2536.0,414.0,1400.0,426.0,5.6613,<1H OCEAN,234252.81
-119.82,36.72,25.0,2581.0,528.0,1642.0,509.0,1.6435,INLAND,57829.23
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,INLAND,107107.05
-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799,<1H OCEAN,318504.72
-122.17,37.73,52.0,1555.0,289.0,620.0,292.0,3.7159,NEAR BAY,223232.12
-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,NEAR BAY,82371.07
-118.05,33.98,34.0,2142.0,390.0,1305.0,406.0,4.0379,<1H OCEAN,183434.72
-120.51,35.91,39.0,768.0,162.0,264.0,118.0,5.3245,INLAND,194286.98
-118.59,34.26,20.0,8146.0,1131.0,3562.0,1054.0,7.167,<1H OCEAN,347988.4
-122.27,37.52,35.0,1051.0,259.0,517.0,234.0,3.7,NEAR OCEAN,305217.22
-118.27,34.25,35.0,2091.0,360.0,879.0,326.0,4.4485,<1H OCEAN,283976.6
-118.26,34.08,50.0,1791.0,660.0,2183.0,675.0,1.7945,<1H OCEAN,199169.92
-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766,<1H OCEAN,134082.78
-122.45,37.77,52.0,2602.0,,1330.0,647.0,3.5435,NEAR BAY,407434.78
-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,<1H OCEAN,471597.94
-121.97,37.25,32.0,2892.0,496.0,1193.0,492.0,6.131,<1H OCEAN,366327.1
-118.37,34.16,11.0,2901.0,871.0,1659.0,789.0,3.1106,<1H OCEAN,255010.64
-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,NEAR OCEAN,163297.6
-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.917,NEAR BAY,394820.47
-121.16,38.74,17.0,3353.0,463.0,1417.0,447.0,5.1721,INLAND,221916.75
-122.38,37.73,38.0,1388.0,276.0,871.0,265.0,2.1667,NEAR BAY,183770.77
-117.97,33.89,17.0,1740.0,445.0,1158.0,412.0,2.8649,<1H OCEAN,160064.98
-118.22,34.12,28.0,3306.0,1025.0,2670.0,942.0,3.0919,<1H OCEAN,218317.19
-118.37,34.07,44.0,2703.0,663.0,1045.0,619.0,3.201,<1H OCEAN,426406.53
-122.64,41.74,33.0,2644.0,459.0,1113.0,483.0,3.3095,INLAND,95703.555
-118.77,34.28,26.0,2873.0,480.0,1915.0,475.0,5.3681,<1H OCEAN,210968.81
-121.13,36.21,34.0,2504.0,550.0,1810.0,547.0,3.4821,<1H OCEAN,147661.02
-121.49,38.55,52.0,2515.0,460.0,836.0,442.0,3.3844,INLAND,140384.14
-118.3,33.73,42.0,1731.0,,866.0,403.0,2.7451,NEAR OCEAN,269489.56
-122.42,37.76,52.0,1190.0,400.0,1270.0,332.0,2.0329,NEAR BAY,197317.12
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,<1H OCEAN,178174.81
-119.6,36.57,42.0,2311.0,439.0,1347.0,436.0,2.5556,INLAND,64171.227
-117.85,33.79,52.0,2102.0,403.0,898.0,365.0,3.6827,<1H OCEAN,243700.02
-122.32,38.32,19.0,2922.0,417.0,1221.0,442.0,5.8002,NEAR BAY,240402.48
-117.24,32.83,18.0,3109.0,501.0,949.0,368.0,7.4351,NEAR OCEAN,372170.9
-118.4,34.04,43.0,3863.0,537.0,1398.0,511.0,8.5938,<1H OCEAN,490408.78
-118.04,34.11,44.0,773.0,120.0,405.0,121.0,5.0,INLAND,321367.8
-118.31,33.94,43.0,2104.0,393.0,1132.0,394.0,3.0682,<1H OCEAN,152279.16
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,NEAR BAY,135917.98
-118.24,33.89,32.0,1132.0,266.0,1211.0,279.0,2.1838,<1H OCEAN,97947.02
-117.13,32.75,20.0,2271.0,602.0,992.0,520.0,2.2599,NEAR OCEAN,161207.47
-116.5,33.95,10.0,7249.0,1882.0,4274.0,1621.0,1.6983,INLAND,69776.125
-118.68,34.28,17.0,6488.0,1102.0,3199.0,1070.0,5.0962,<1H OCEAN,241869.34
-118.43,33.87,41.0,847.0,173.0,344.0,170.0,6.822,NEAR OCEAN,481871.97
-118.09,34.06,30.0,1980.0,552.0,2264.0,511.0,2.6094,<1H OCEAN,174390.92
-117.19,32.77,9.0,634.0,152.0,248.0,133.0,3.8571,NEAR OCEAN,191281.02
-117.68,34.03,16.0,2859.0,668.0,1946.0,591.0,3.0396,INLAND,128170.31
-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,INLAND,124890.53
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,NEAR BAY,374357.28
-120.97,37.84,28.0,2368.0,430.0,1231.0,403.0,2.883,INLAND,113364.87
-118.41,34.06,43.0,4994.0,1057.0,1830.0,969.0,5.5321,<1H OCEAN,486340.1
-117.64,34.05,27.0,1407.0,362.0,1684.0,350.0,2.1944,INLAND,102286.89
-118.13,34.08,40.0,1931.0,449.0,1367.0,446.0,2.575,<1H OCEAN,191550.45
-122.37,37.58,52.0,2188.0,361.0,917.0,357.0,4.4,NEAR OCEAN,419209.12
-122.44,37.8,52.0,3830.0,,1310.0,963.0,3.4801,NEAR BAY,472937.25
-117.15,32.76,36.0,2644.0,674.0,1211.0,654.0,3.0445,NEAR OCEAN,227066.42
-122.27,38.12,42.0,5266.0,1167.0,3124.0,1025.0,2.7375,NEAR BAY,136809.75
-121.5,38.55,52.0,2784.0,455.0,957.0,448.0,5.6402,INLAND,285009.44
-117.8,33.85,16.0,4151.0,637.0,1558.0,604.0,5.806,<1H OCEAN,281485.3
